,LegitCount,MI,SpamCount,Term
16523,0.0,0.0167406975531748,2.0,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiius
18276,0.0,0.0167406975531748,2.0,vocation
7911,0.0,0.0167406975531748,2.0,junkemail
4698,0.0,0.0167406975531748,2.0,unquenchable
43404,0.0,0.0167406975531748,2.0,crew
35033,0.0,0.0167406975531748,2.0,spammer
34596,0.0,0.0167406975531748,2.0,diligence
4726,0.0,0.0167406975531748,2.0,phoebia
4727,0.0,0.0167406975531748,2.0,listbot
4732,0.0,0.0167406975531748,2.0,jurisdiction
36908,0.0,0.0167406975531748,2.0,manic
6418,0.0,0.0167406975531748,2.0,racer
9799,0.0,0.0167406975531748,2.0,incure
15808,0.0,0.0167406975531748,2.0,trauma
21470,0.0,0.0167406975531748,2.0,experienced
4780,0.0,0.0167406975531748,2.0,memorabilia
2914,0.0,0.0167406975531748,2.0,lighter
12037,0.0,0.0167406975531748,2.0,guys
36919,0.0,0.0167406975531748,2.0,daytrader
14920,0.0,0.0167406975531748,2.0,desease
41840,0.0,0.0167406975531748,2.0,starving
31905,0.0,0.0167406975531748,2.0,rugby
14977,0.0,0.0167406975531748,2.0,sweetheart
26608,0.0,0.0167406975531748,2.0,sponser
2768,0.0,0.0167406975531748,2.0,mingle
41264,0.0,0.0167406975531748,2.0,mailcity
12095,0.0,0.0167406975531748,2.0,experiance
31994,0.0,0.0167406975531748,2.0,dough
28537,0.0,0.0167406975531748,2.0,mariah
41825,0.0,0.0167406975531748,2.0,drum
12113,0.0,0.0167406975531748,2.0,tnet
32763,0.0,0.0167406975531748,2.0,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiius
26518,0.0,0.0167406975531748,2.0,carbon
31996,0.0,0.0167406975531748,2.0,soundtrack
5036,0.0,0.0167406975531748,2.0,unsolicited
30009,0.0,0.0167406975531748,2.0,twixter
43053,0.0,0.0167406975531748,2.0,sase
38615,0.0,0.0167406975531748,2.0,checkout
12121,0.0,0.0167406975531748,2.0,sleuth
12125,0.0,0.0167406975531748,2.0,monaco
23048,0.0,0.0167406975531748,2.0,malpractice
5065,0.0,0.0167406975531748,2.0,colo
40214,0.0,0.0167406975531748,2.0,bethpage
11519,0.0,0.0167406975531748,2.0,trixie
23072,0.0,0.0167406975531748,2.0,broke
2420,0.0,0.0167406975531748,2.0,gambling
22976,0.0,0.0167406975531748,2.0,destiny
2707,0.0,0.0167406975531748,2.0,taxation
15057,0.0,0.0167406975531748,2.0,curency
40175,0.0,0.0167406975531748,2.0,emailed
28203,0.0,0.0167406975531748,2.0,redeemable
12060,0.0,0.0167406975531748,2.0,nicest
18172,0.0,0.0167406975531748,2.0,hungry
3847,0.0,0.0167406975531748,2.0,boynton
25039,0.0,0.0167406975531748,2.0,seamlessly
22848,0.0,0.0167406975531748,2.0,glamour
12074,0.0,0.0167406975531748,2.0,antigua
28514,0.0,0.0167406975531748,2.0,cybersex
15026,0.0,0.0167406975531748,2.0,offence
19415,0.0,0.0167406975531748,2.0,scalper
16557,0.0,0.0167406975531748,2.0,tropic
3820,0.0,0.0167406975531748,2.0,illuminated
10887,0.0,0.0167406975531748,2.0,interflora
21301,0.0,0.0167406975531748,2.0,linkexchange
15040,0.0,0.0167406975531748,2.0,beastie
38705,0.0,0.0167406975531748,2.0,testimonials
780,0.0,0.0167406975531748,2.0,schnapp
26548,0.0,0.0167406975531748,2.0,sincerest
30029,0.0,0.0167406975531748,2.0,groceries
22548,0.0,0.0167406975531748,2.0,soda
36893,0.0,0.0167406975531748,2.0,pulse
10933,0.0,0.0167406975531748,2.0,alimony
22160,0.0,0.0167406975531748,2.0,deregulation
43283,0.0,0.0167406975531748,2.0,freak
22104,0.0,0.0167406975531748,2.0,softcore
39490,0.0,0.0167406975531748,2.0,ionandr
25523,0.0,0.0167406975531748,2.0,infinity
27173,0.0,0.0167406975531748,2.0,veneer
22122,0.0,0.0167406975531748,2.0,achievable
41434,0.0,0.0167406975531748,2.0,exchanged
16444,0.0,0.0167406975531748,2.0,myadultwebsite
42002,0.0,0.0167406975531748,2.0,kulum
31681,0.0,0.0167406975531748,2.0,upline
1185,0.0,0.0167406975531748,2.0,menace
39714,0.0,0.0167406975531748,2.0,trillion
39715,0.0,0.0167406975531748,2.0,maricoa
33666,0.0,0.0167406975531748,2.0,alani
27175,0.0,0.0167406975531748,2.0,mkius
21821,0.0,0.0167406975531748,2.0,sportsbook
22176,0.0,0.0167406975531748,2.0,growing
8219,0.0,0.0167406975531748,2.0,keychain
4187,0.0,0.0167406975531748,2.0,annonymous
11856,0.0,0.0167406975531748,2.0,stories
14596,0.0,0.0167406975531748,2.0,reputations
1898,0.0,0.0167406975531748,2.0,newsgoup
18795,0.0,0.0167406975531748,2.0,shadow
7039,0.0,0.0167406975531748,2.0,casinos
10698,0.0,0.0167406975531748,2.0,tons
18906,0.0,0.0167406975531748,2.0,superstar
2000,0.0,0.0167406975531748,2.0,dragging
21937,0.0,0.0167406975531748,2.0,skiweather
18904,0.0,0.0167406975531748,2.0,schnapps
30362,0.0,0.0167406975531748,2.0,gamer
269,0.0,0.0167406975531748,2.0,earning
15894,0.0,0.0167406975531748,2.0,zine
6537,0.0,0.0167406975531748,2.0,untold
36771,0.0,0.0167406975531748,2.0,fares
36138,0.0,0.0167406975531748,2.0,flutter
30329,0.0,0.0167406975531748,2.0,classmate
4325,0.0,0.0167406975531748,2.0,jamiroquaus
39561,0.0,0.0167406975531748,2.0,warnervillage
14537,0.0,0.0167406975531748,2.0,unregister
27162,0.0,0.0167406975531748,2.0,applicants
43871,0.0,0.0167406975531748,2.0,crowd
11820,0.0,0.0167406975531748,2.0,employees
2858,0.0,0.0167406975531748,2.0,watersport
8234,0.0,0.0167406975531748,2.0,clickable
11858,0.0,0.0167406975531748,2.0,bills
11660,0.0,0.0167406975531748,2.0,stocks
10783,0.0,0.0167406975531748,2.0,cybermarketing
39248,0.0,0.0167406975531748,2.0,infomercial
44582,0.0,0.0167406975531748,2.0,spree
43215,0.0,0.0167406975531748,2.0,smoker
43603,0.0,0.0167406975531748,2.0,exec
22437,0.0,0.0167406975531748,2.0,obido
41490,0.0,0.0167406975531748,2.0,halc
22447,0.0,0.0167406975531748,2.0,roxette
21640,0.0,0.0167406975531748,2.0,movy
42751,0.0,0.0167406975531748,2.0,jukebox
14441,0.0,0.0167406975531748,2.0,generating
9005,0.0,0.0167406975531748,2.0,futuresignal
30167,0.0,0.0167406975531748,2.0,beautifully
22470,0.0,0.0167406975531748,2.0,stardom
222,0.0,0.0167406975531748,2.0,gorgeous
2895,0.0,0.0167406975531748,2.0,netrepreneur
26862,0.0,0.0167406975531748,2.0,jenkins
19214,0.0,0.0167406975531748,2.0,dreams
9109,0.0,0.0167406975531748,2.0,cowardly
42226,0.0,0.0167406975531748,2.0,renter
39921,0.0,0.0167406975531748,2.0,celine
10777,0.0,0.0167406975531748,2.0,resistor
36858,0.0,0.0167406975531748,2.0,mindless
32806,0.0,0.0167406975531748,2.0,seducing
16351,0.0,0.0167406975531748,2.0,dirtiest
9072,0.0,0.0167406975531748,2.0,bittersweet
41357,0.0,0.0167406975531748,2.0,futher
42441,0.0,0.0167406975531748,2.0,multiplex
16363,0.0,0.0167406975531748,2.0,southpark
44572,0.0,0.0167406975531748,2.0,marietta
18626,0.0,0.0167406975531748,2.0,drastic
42249,0.0,0.0167406975531748,2.0,mpeg
4510,0.0,0.0167406975531748,2.0,joker
32810,0.0,0.0167406975531748,2.0,inquirei
30241,0.0,0.0167406975531748,2.0,lovin
39800,0.0,0.0167406975531748,2.0,solder
42798,0.0,0.0167406975531748,2.0,ormation
14712,0.0,0.0167406975531748,2.0,trading
30237,0.0,0.0167406975531748,2.0,turtles
22344,0.0,0.0167406975531748,2.0,intensified
33574,0.0,0.0167406975531748,2.0,mllionaire
31549,0.0,0.0167406975531748,2.0,bullshit
10593,0.0,0.0167406975531748,2.0,similiar
24825,0.0,0.0167406975531748,2.0,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiius
38531,0.0,0.0167406975531748,2.0,hazardous
39244,0.0,0.0167406975531748,2.0,sring
1957,0.0,0.0167406975531748,2.0,finances
5333,0.0,0.0167406975531748,2.0,verplanck
21120,0.0,0.0167406975531748,2.0,confrontational
6948,0.0,0.0167406975531748,2.0,quiz
15744,0.0,0.0167406975531748,2.0,deals
14193,0.0,0.0167406975531748,2.0,southparkss
32706,0.0,0.0167406975531748,2.0,massmailer
36542,0.0,0.0167406975531748,2.0,prospectus
3580,0.0,0.0167406975531748,2.0,corrine
31312,0.0,0.0167406975531748,2.0,neighbors
25097,0.0,0.0167406975531748,2.0,preset
41644,0.0,0.0167406975531748,2.0,schnapper
24643,0.0,0.0167406975531748,2.0,customers
33398,0.0,0.0167406975531748,2.0,unqualify
38473,0.0,0.0167406975531748,2.0,ineternet
26418,0.0,0.0167406975531748,2.0,rejoice
10324,0.0,0.0167406975531748,2.0,dayz
21150,0.0,0.0167406975531748,2.0,titan
19577,0.0,0.0167406975531748,2.0,offered
24686,0.0,0.0167406975531748,2.0,antiquate
9258,0.0,0.0167406975531748,2.0,sericel
11006,0.0,0.0167406975531748,2.0,fsremove
16236,0.0,0.0167406975531748,2.0,dares
23211,0.0,0.0167406975531748,2.0,recive
38351,0.0,0.0167406975531748,2.0,outlay
44537,0.0,0.0167406975531748,2.0,appology
6270,0.0,0.0167406975531748,2.0,chassis
38266,0.0,0.0167406975531748,2.0,winners
36565,0.0,0.0167406975531748,2.0,chronic
37078,0.0,0.0167406975531748,2.0,inet
26340,0.0,0.0167406975531748,2.0,ourself
10293,0.0,0.0167406975531748,2.0,profane
24675,0.0,0.0167406975531748,2.0,multitrillion
5204,0.0,0.0167406975531748,2.0,countries
13370,0.0,0.0167406975531748,2.0,sevice
17749,0.0,0.0167406975531748,2.0,lettter
17750,0.0,0.0167406975531748,2.0,camberley
33434,0.0,0.0167406975531748,2.0,verion
23223,0.0,0.0167406975531748,2.0,ninja
2679,0.0,0.0167406975531748,2.0,dating
9572,0.0,0.0167406975531748,2.0,breath
43537,0.0,0.0167406975531748,2.0,realaudio
13735,0.0,0.0167406975531748,2.0,investigated
12896,0.0,0.0167406975531748,2.0,dispatch
24661,0.0,0.0167406975531748,2.0,basquiat
40313,0.0,0.0167406975531748,2.0,converter
34304,0.0,0.0167406975531748,2.0,swap
6258,0.0,0.0167406975531748,2.0,connector
34392,0.0,0.0167406975531748,2.0,twix
28171,0.0,0.0167406975531748,2.0,ruthless
35417,0.0,0.0167406975531748,2.0,needs
43780,0.0,0.0167406975531748,2.0,iilli
10986,0.0,0.0167406975531748,2.0,subliminally
23429,0.0,0.0167406975531748,2.0,sexxx
2664,0.0,0.0167406975531748,2.0,shhhhhhh
23411,0.0,0.0167406975531748,2.0,millionaires
1148,0.0,0.0167406975531748,2.0,unclaim
7664,0.0,0.0167406975531748,2.0,wasus
21600,16.0,0.016256125777650142,0.0,postgraduate
10566,16.0,0.016256125777650142,0.0,fabra
13704,16.0,0.016256125777650142,0.0,pause
31935,16.0,0.016256125777650142,0.0,definiteness
42673,16.0,0.016256125777650142,0.0,evident
22445,16.0,0.016256125777650142,0.0,nominative
37544,16.0,0.016256125777650142,0.0,willem
27681,16.0,0.016256125777650142,0.0,jakobson
26027,16.0,0.016256125777650142,0.0,muysken
27683,16.0,0.016256125777650142,0.0,presuppose
6257,16.0,0.016256125777650142,0.0,assertion
27362,16.0,0.016256125777650142,0.0,umich
16069,16.0,0.016256125777650142,0.0,nearby
35661,16.0,0.016256125777650142,0.0,evan
2379,16.0,0.016256125777650142,0.0,henk
43783,16.0,0.016256125777650142,0.0,lesson
6885,16.0,0.016256125777650142,0.0,lexically
3174,16.0,0.016256125777650142,0.0,pompeu
9735,16.0,0.016256125777650142,0.0,laurie
2723,16.0,0.016256125777650142,0.0,phonemic
5348,16.0,0.016256125777650142,0.0,issco
41911,16.0,0.016256125777650142,0.0,lausanne
38435,16.0,0.016256125777650142,0.0,parole
44048,16.0,0.016256125777650142,0.0,cooper
2376,16.0,0.016256125777650142,0.0,antwerp
13618,16.0,0.016256125777650142,0.0,massimo
24951,16.0,0.016256125777650142,0.0,sentential
1959,16.0,0.016256125777650142,0.0,connectionist
17243,16.0,0.016256125777650142,0.0,qualitative
44681,16.0,0.016256125777650142,0.0,footnote
38892,16.0,0.016256125777650142,0.0,josef
11584,16.0,0.016256125777650142,0.0,croatian
11146,16.0,0.016256125777650142,0.0,ideally
17210,16.0,0.016256125777650142,0.0,kiel
7401,16.0,0.016256125777650142,0.0,polysemy
29389,16.0,0.016256125777650142,0.0,monash
31600,16.0,0.016256125777650142,0.0,insertion
27039,16.0,0.016256125777650142,0.0,cope
35543,16.0,0.016256125777650142,0.0,sont
21089,16.0,0.016256125777650142,0.0,grammaticality
1196,16.0,0.016256125777650142,0.0,innateness
28827,16.0,0.016256125777650142,0.0,coherence
36937,16.0,0.016256125777650142,0.0,enseignement
37739,16.0,0.016256125777650142,0.0,canberra
4425,16.0,0.016256125777650142,0.0,isabelle
28041,16.0,0.016256125777650142,0.0,lexicology
18623,16.0,0.016256125777650142,0.0,intro
15240,16.0,0.016256125777650142,0.0,freiburg
43351,16.0,0.016256125777650142,0.0,shorter
22782,16.0,0.016256125777650142,0.0,velardus
8400,16.0,0.016256125777650142,0.0,witness
32174,16.0,0.016256125777650142,0.0,semantique
10045,16.0,0.016256125777650142,0.0,aspects
36270,16.0,0.016256125777650142,0.0,issues
22927,16.0,0.016256125777650142,0.0,hann
37359,16.0,0.016256125777650142,0.0,animate
8311,16.0,0.016256125777650142,0.0,geometry
12585,16.0,0.016256125777650142,0.0,connective
15050,16.0,0.016256125777650142,0.0,sociological
44232,16.0,0.016256125777650142,0.0,prepositional
17664,16.0,0.016256125777650142,0.0,transition
34939,16.0,0.016256125777650142,0.0,tannen
35622,16.0,0.016256125777650142,0.0,kiss
3101,16.0,0.016256125777650142,0.0,plausible
19870,16.0,0.016256125777650142,0.0,adjoin
39587,16.0,0.016256125777650142,0.0,johann
24547,16.0,0.016256125777650142,0.0,anthropologist
36851,16.0,0.016256125777650142,0.0,tesl
11177,16.0,0.016256125777650142,0.0,altaic
4997,16.0,0.016256125777650142,0.0,abstraction
33944,16.0,0.016256125777650142,0.0,determiner
30772,16.0,0.016256125777650142,0.0,chous
9846,16.0,0.016256125777650142,0.0,proficiency
33484,16.0,0.016256125777650142,0.0,halle
14147,16.0,0.016256125777650142,0.0,nostratic
16244,16.0,0.016256125777650142,0.0,divergence
33042,16.0,0.016256125777650142,0.0,foundational
24143,16.0,0.016256125777650142,0.0,mathematics
41083,16.0,0.016256125777650142,0.0,wilhelm
37486,16.0,0.016256125777650142,0.0,leur
30509,16.0,0.016256125777650142,0.0,soas
28818,16.0,0.016256125777650142,0.0,konstanz
28060,16.0,0.016256125777650142,0.0,glide
17729,16.0,0.016256125777650142,0.0,norbert
31509,16.0,0.016256125777650142,0.0,compositional
27778,16.0,0.016256125777650142,0.0,attendee
43743,10.0,0.016048351609262365,1.0,franco
42464,10.0,0.016048351609262365,1.0,suitability
35721,10.0,0.016048351609262365,1.0,ludwig
3268,10.0,0.016048351609262365,1.0,escape
16037,10.0,0.016048351609262365,1.0,denni
37053,10.0,0.016048351609262365,1.0,fifty
1204,10.0,0.016048351609262365,1.0,fragment
24342,10.0,0.016048351609262365,1.0,hull
2608,10.0,0.016048351609262365,1.0,laval
1117,10.0,0.016048351609262365,1.0,talent
20403,10.0,0.016048351609262365,1.0,efficiency
34528,10.0,0.016048351609262365,1.0,stack
5999,10.0,0.016048351609262365,1.0,correctness
12221,10.0,0.016048351609262365,1.0,bedroom
11135,10.0,0.016048351609262365,1.0,renown
24690,10.0,0.016048351609262365,1.0,cloud
13284,10.0,0.016048351609262365,1.0,herman
20639,10.0,0.016048351609262365,1.0,signer
28619,10.0,0.016048351609262365,1.0,pages
35313,10.0,0.016048351609262365,1.0,clinical
35992,10.0,0.016048351609262365,1.0,mini
12240,10.0,0.016048351609262365,1.0,dismiss
6812,10.0,0.016048351609262365,1.0,levy
32275,10.0,0.016048351609262365,1.0,recover
16598,10.0,0.016048351609262365,1.0,declare
22109,10.0,0.016048351609262365,1.0,thirteen
8565,10.0,0.016048351609262365,1.0,siegel
5861,10.0,0.016048351609262365,1.0,geographically
7807,10.0,0.016048351609262365,1.0,construe
27870,10.0,0.016048351609262365,1.0,continuously
2380,15.0,0.015240117916547006,0.0,nick
21566,15.0,0.015240117916547006,0.0,rint
36645,15.0,0.015240117916547006,0.0,iowa
39759,15.0,0.015240117916547006,0.0,koontz
12001,15.0,0.015240117916547006,0.0,interpreter
30200,15.0,0.015240117916547006,0.0,aaron
5242,15.0,0.015240117916547006,0.0,wald
26774,15.0,0.015240117916547006,0.0,alvarez
37614,15.0,0.015240117916547006,0.0,langauge
3200,15.0,0.015240117916547006,0.0,overcome
15834,15.0,0.015240117916547006,0.0,myth
24624,15.0,0.015240117916547006,0.0,cooperative
28639,15.0,0.015240117916547006,0.0,shin
43179,15.0,0.015240117916547006,0.0,ambiguous
21651,15.0,0.015240117916547006,0.0,concordium
32471,15.0,0.015240117916547006,0.0,twente
21056,15.0,0.015240117916547006,0.0,phrasal
30545,15.0,0.015240117916547006,0.0,lexicographer
20160,15.0,0.015240117916547006,0.0,dfkus
7669,15.0,0.015240117916547006,0.0,uhcc
19787,15.0,0.015240117916547006,0.0,pier
15307,15.0,0.015240117916547006,0.0,voiceless
37661,15.0,0.015240117916547006,0.0,laus
34912,15.0,0.015240117916547006,0.0,expiry
20551,15.0,0.015240117916547006,0.0,autonoma
25728,15.0,0.015240117916547006,0.0,interplay
36889,15.0,0.015240117916547006,0.0,remus
10567,15.0,0.015240117916547006,0.0,conception
40843,15.0,0.015240117916547006,0.0,gupta
14359,15.0,0.015240117916547006,0.0,phonetically
29791,15.0,0.015240117916547006,0.0,booking
5916,15.0,0.015240117916547006,0.0,tutor
19666,15.0,0.015240117916547006,0.0,rhyme
35752,15.0,0.015240117916547006,0.0,ought
42451,15.0,0.015240117916547006,0.0,preferable
18474,15.0,0.015240117916547006,0.0,politeness
14460,15.0,0.015240117916547006,0.0,modifier
19778,15.0,0.015240117916547006,0.0,fellbaum
5890,15.0,0.015240117916547006,0.0,inflect
36898,15.0,0.015240117916547006,0.0,bangor
16991,15.0,0.015240117916547006,0.0,moderator
5772,15.0,0.015240117916547006,0.0,node
905,15.0,0.015240117916547006,0.0,argumentation
24680,15.0,0.015240117916547006,0.0,instrumental
23801,15.0,0.015240117916547006,0.0,infinitival
32078,15.0,0.015240117916547006,0.0,logically
12086,15.0,0.015240117916547006,0.0,justification
44371,15.0,0.015240117916547006,0.0,scientifique
2331,15.0,0.015240117916547006,0.0,carman
3376,15.0,0.015240117916547006,0.0,temporary
42192,15.0,0.015240117916547006,0.0,erlangen
9894,15.0,0.015240117916547006,0.0,mira
15456,15.0,0.015240117916547006,0.0,learnability
22865,15.0,0.015240117916547006,0.0,lehmann
3358,15.0,0.015240117916547006,0.0,lynn
30920,15.0,0.015240117916547006,0.0,guinea
3651,15.0,0.015240117916547006,0.0,typologically
7302,15.0,0.015240117916547006,0.0,sybesma
19389,15.0,0.015240117916547006,0.0,phonologically
32092,15.0,0.015240117916547006,0.0,mueller
35673,15.0,0.015240117916547006,0.0,louise
10118,15.0,0.015240117916547006,0.0,joel
18827,15.0,0.015240117916547006,0.0,werner
14585,15.0,0.015240117916547006,0.0,taxonomy
22996,15.0,0.015240117916547006,0.0,applied
27540,15.0,0.015240117916547006,0.0,afro
10931,15.0,0.015240117916547006,0.0,autr
17676,15.0,0.015240117916547006,0.0,aboriginal
1147,15.0,0.015240117916547006,0.0,formerly
34422,15.0,0.015240117916547006,0.0,diachrony
28316,15.0,0.015240117916547006,0.0,tang
5577,15.0,0.015240117916547006,0.0,metric
37966,15.0,0.015240117916547006,0.0,ohalum
37002,15.0,0.015240117916547006,0.0,basil
1575,15.0,0.015240117916547006,0.0,sgml
13850,15.0,0.015240117916547006,0.0,closing
19881,15.0,0.015240117916547006,0.0,clausal
19489,15.0,0.015240117916547006,0.0,carroll
22008,15.0,0.015240117916547006,0.0,noel
35601,15.0,0.015240117916547006,0.0,castle
8615,15.0,0.015240117916547006,0.0,lynne
20742,15.0,0.015240117916547006,0.0,facultad
20888,15.0,0.015240117916547006,0.0,picard
27096,15.0,0.015240117916547006,0.0,diagnosis
35550,15.0,0.015240117916547006,0.0,nonetheless
3918,15.0,0.015240117916547006,0.0,julie
2864,15.0,0.015240117916547006,0.0,malcolm
34162,15.0,0.015240117916547006,0.0,marus
14309,15.0,0.015240117916547006,0.0,rain
20363,15.0,0.015240117916547006,0.0,tanaka
10296,15.0,0.015240117916547006,0.0,akira
37746,15.0,0.015240117916547006,0.0,exhaustive
12598,15.0,0.015240117916547006,0.0,tuition
11406,15.0,0.015240117916547006,0.0,physics
12427,15.0,0.015240117916547006,0.0,learning
41785,15.0,0.015240117916547006,0.0,elaborate
30069,15.0,0.015240117916547006,0.0,elicit
12426,15.0,0.015240117916547006,0.0,regularity
43708,15.0,0.015240117916547006,0.0,philippine
29883,15.0,0.015240117916547006,0.0,padova
35710,15.0,0.015240117916547006,0.0,macquarie
43854,9.0,0.01512482816016446,1.0,sponsors
42529,9.0,0.01512482816016446,1.0,mitchell
16691,9.0,0.01512482816016446,1.0,stone
23117,9.0,0.01512482816016446,1.0,geographic
32178,9.0,0.01512482816016446,1.0,walt
17014,9.0,0.01512482816016446,1.0,hockey
16742,9.0,0.01512482816016446,1.0,robot
6783,9.0,0.01512482816016446,1.0,maus
31355,9.0,0.01512482816016446,1.0,argentina
73,9.0,0.01512482816016446,1.0,questionnaire
3305,9.0,0.01512482816016446,1.0,warm
22463,9.0,0.01512482816016446,1.0,surcharge
18039,9.0,0.01512482816016446,1.0,rosa
16149,9.0,0.01512482816016446,1.0,menu
25432,9.0,0.01512482816016446,1.0,intuitive
16826,9.0,0.01512482816016446,1.0,swiss
7360,9.0,0.01512482816016446,1.0,outdoor
30379,9.0,0.01512482816016446,1.0,wolf
7070,9.0,0.01512482816016446,1.0,politically
43030,9.0,0.01512482816016446,1.0,annette
39556,9.0,0.01512482816016446,1.0,uuencode
16206,9.0,0.01512482816016446,1.0,bookstore
12333,9.0,0.01512482816016446,1.0,advisor
27614,9.0,0.01512482816016446,1.0,everett
9622,9.0,0.01512482816016446,1.0,tackle
28159,9.0,0.01512482816016446,1.0,transport
36122,9.0,0.01512482816016446,1.0,blame
31852,9.0,0.01512482816016446,1.0,enrich
44509,9.0,0.01512482816016446,1.0,ceremony
21011,9.0,0.01512482816016446,1.0,serial
56,9.0,0.01512482816016446,1.0,interfere
17632,9.0,0.01512482816016446,1.0,lincoln
14483,9.0,0.01512482816016446,1.0,arrest
10617,9.0,0.01512482816016446,1.0,forefront
14256,9.0,0.01512482816016446,1.0,brody
17277,9.0,0.01512482816016446,1.0,resistance
14090,9.0,0.01512482816016446,1.0,blake
25888,9.0,0.01512482816016446,1.0,commence
16092,9.0,0.01512482816016446,1.0,tenth
27933,9.0,0.01512482816016446,1.0,cunningham
36164,14.0,0.014224110055443873,0.0,sister
16891,14.0,0.014224110055443873,0.0,sociolinguist
42262,14.0,0.014224110055443873,0.0,maximally
28112,14.0,0.014224110055443873,0.0,neutral
9937,14.0,0.014224110055443873,0.0,sufficiently
31637,14.0,0.014224110055443873,0.0,ample
22350,14.0,0.014224110055443873,0.0,kuleuven
31636,14.0,0.014224110055443873,0.0,kaplan
14528,14.0,0.014224110055443873,0.0,hardback
33393,14.0,0.014224110055443873,0.0,joyce
43607,14.0,0.014224110055443873,0.0,fritz
44487,14.0,0.014224110055443873,0.0,irit
125,14.0,0.014224110055443873,0.0,gradually
39638,14.0,0.014224110055443873,0.0,mann
36812,14.0,0.014224110055443873,0.0,maya
12239,14.0,0.014224110055443873,0.0,domaine
6076,14.0,0.014224110055443873,0.0,irrelevant
12588,14.0,0.014224110055443873,0.0,pointer
13196,14.0,0.014224110055443873,0.0,corbett
24364,14.0,0.014224110055443873,0.0,graeme
34831,14.0,0.014224110055443873,0.0,lexeme
2796,14.0,0.014224110055443873,0.0,regina
11420,14.0,0.014224110055443873,0.0,silence
36402,14.0,0.014224110055443873,0.0,fowler
14713,14.0,0.014224110055443873,0.0,thierry
36838,14.0,0.014224110055443873,0.0,transitivity
1375,14.0,0.014224110055443873,0.0,waterloo
35914,14.0,0.014224110055443873,0.0,bangkok
29524,14.0,0.014224110055443873,0.0,anglo
6259,14.0,0.014224110055443873,0.0,sino
34065,14.0,0.014224110055443873,0.0,auditorium
31647,14.0,0.014224110055443873,0.0,intersection
34910,14.0,0.014224110055443873,0.0,concordance
36087,14.0,0.014224110055443873,0.0,gabbay
21991,14.0,0.014224110055443873,0.0,liberman
44461,14.0,0.014224110055443873,0.0,uszkoreit
27222,14.0,0.014224110055443873,0.0,catholic
42721,14.0,0.014224110055443873,0.0,cette
37741,14.0,0.014224110055443873,0.0,tamu
31885,14.0,0.014224110055443873,0.0,implicature
15363,14.0,0.014224110055443873,0.0,directionality
26405,14.0,0.014224110055443873,0.0,whorf
35564,14.0,0.014224110055443873,0.0,haspelmath
17819,14.0,0.014224110055443873,0.0,olga
30589,14.0,0.014224110055443873,0.0,idiomatic
43952,14.0,0.014224110055443873,0.0,hartmann
6689,14.0,0.014224110055443873,0.0,poetic
12381,14.0,0.014224110055443873,0.0,perceptual
6290,14.0,0.014224110055443873,0.0,inscription
34375,14.0,0.014224110055443873,0.0,prager
18311,14.0,0.014224110055443873,0.0,nels
22664,14.0,0.014224110055443873,0.0,subordination
26209,14.0,0.014224110055443873,0.0,coli
23652,14.0,0.014224110055443873,0.0,basin
41575,14.0,0.014224110055443873,0.0,etymological
40613,14.0,0.014224110055443873,0.0,milwaukee
23710,14.0,0.014224110055443873,0.0,lopez
40935,14.0,0.014224110055443873,0.0,folk
2330,14.0,0.014224110055443873,0.0,measurement
33767,14.0,0.014224110055443873,0.0,inst
21088,14.0,0.014224110055443873,0.0,javier
23619,14.0,0.014224110055443873,0.0,authoritative
8911,14.0,0.014224110055443873,0.0,mario
19985,14.0,0.014224110055443873,0.0,branner
42389,14.0,0.014224110055443873,0.0,informatic
11308,14.0,0.014224110055443873,0.0,neuter
32432,14.0,0.014224110055443873,0.0,insist
34128,14.0,0.014224110055443873,0.0,saussure
1300,14.0,0.014224110055443873,0.0,conceive
16544,14.0,0.014224110055443873,0.0,esther
5166,14.0,0.014224110055443873,0.0,palo
34364,14.0,0.014224110055443873,0.0,paolo
25086,14.0,0.014224110055443873,0.0,eurocheque
16709,14.0,0.014224110055443873,0.0,pedagogy
5073,14.0,0.014224110055443873,0.0,spencer
913,14.0,0.014224110055443873,0.0,standardization
37957,14.0,0.014224110055443873,0.0,areal
32134,14.0,0.014224110055443873,0.0,ingo
37981,14.0,0.014224110055443873,0.0,heine
11670,14.0,0.014224110055443873,0.0,manuel
29900,14.0,0.014224110055443873,0.0,grace
33948,14.0,0.014224110055443873,0.0,nineteenth
8422,14.0,0.014224110055443873,0.0,prolog
14198,14.0,0.014224110055443873,0.0,mason
34620,14.0,0.014224110055443873,0.0,parc
3466,14.0,0.014224110055443873,0.0,alto
11496,14.0,0.014224110055443873,0.0,rubio
16592,14.0,0.014224110055443873,0.0,daus
38104,14.0,0.014224110055443873,0.0,favour
7839,14.0,0.014224110055443873,0.0,prototypical
26219,14.0,0.014224110055443873,0.0,ucsd
12350,14.0,0.014224110055443873,0.0,asher
40407,14.0,0.014224110055443873,0.0,fallacy
7958,14.0,0.014224110055443873,0.0,geography
42118,14.0,0.014224110055443873,0.0,demon
