,LegitCount,MI,SpamCount,Term
13086,6.0,0.007727047191849638,0.0,sexist
30334,6.0,0.007727047191849638,0.0,debbie
19298,6.0,0.007727047191849638,0.0,mais
23421,6.0,0.007727047191849638,0.0,houghton
30354,6.0,0.007727047191849638,0.0,relying
21298,6.0,0.007727047191849638,0.0,liberemini
16627,6.0,0.007727047191849638,0.0,calculus
30154,6.0,0.007727047191849638,0.0,pierrette
19424,6.0,0.007727047191849638,0.0,susanne
21152,6.0,0.007727047191849638,0.0,auwera
23128,6.0,0.007727047191849638,0.0,farrell
21259,6.0,0.007727047191849638,0.0,iatridou
26304,6.0,0.007727047191849638,0.0,diderot
29966,6.0,0.007727047191849638,0.0,barbiers
13069,6.0,0.007727047191849638,0.0,pisin
10558,6.0,0.007727047191849638,0.0,commonality
25733,6.0,0.007727047191849638,0.0,emergent
25847,6.0,0.007727047191849638,0.0,hoekstra
23216,6.0,0.007727047191849638,0.0,repeatedly
21282,6.0,0.007727047191849638,0.0,beatrice
13379,6.0,0.007727047191849638,0.0,intransitive
23415,6.0,0.007727047191849638,0.0,tended
16639,6.0,0.007727047191849638,0.0,rizzi
26146,6.0,0.007727047191849638,0.0,indications
17064,6.0,0.007727047191849638,0.0,failing
26189,6.0,0.007727047191849638,0.0,nikolai
19335,6.0,0.007727047191849638,0.0,striking
29711,6.0,0.007727047191849638,0.0,mats
11432,6.0,0.007727047191849638,0.0,creatures
24894,6.0,0.007727047191849638,0.0,wahlster
28660,6.0,0.007727047191849638,0.0,helmreich
11454,6.0,0.007727047191849638,0.0,unrestricted
28692,6.0,0.007727047191849638,0.0,chih
17822,6.0,0.007727047191849638,0.0,iris
20626,6.0,0.007727047191849638,0.0,dragonsys
31108,6.0,0.007727047191849638,0.0,naoki
29696,6.0,0.007727047191849638,0.0,cortes
24945,6.0,0.007727047191849638,0.0,ualberta
17795,6.0,0.007727047191849638,0.0,intonational
28746,6.0,0.007727047191849638,0.0,wharton
32016,6.0,0.007727047191849638,0.0,lambrecht
15554,6.0,0.007727047191849638,0.0,wellington
20636,6.0,0.007727047191849638,0.0,grammaire
19992,6.0,0.007727047191849638,0.0,constituency
22552,6.0,0.007727047191849638,0.0,sounded
21867,6.0,0.007727047191849638,0.0,lovely
15513,6.0,0.007727047191849638,0.0,oceania
31139,6.0,0.007727047191849638,0.0,fery
27532,6.0,0.007727047191849638,0.0,humanarum
24884,6.0,0.007727047191849638,0.0,attended
28633,6.0,0.007727047191849638,0.0,solomon
22523,6.0,0.007727047191849638,0.0,soit
14533,6.0,0.007727047191849638,0.0,antisymmetry
28624,6.0,0.007727047191849638,0.0,karttunen
27585,6.0,0.007727047191849638,0.0,hess
27589,6.0,0.007727047191849638,0.0,junichi
18413,6.0,0.007727047191849638,0.0,reflex
24830,6.0,0.007727047191849638,0.0,rappaport
17924,6.0,0.007727047191849638,0.0,hawaiian
24820,6.0,0.007727047191849638,0.0,imag
18508,6.0,0.007727047191849638,0.0,lamb
24981,6.0,0.007727047191849638,0.0,apartado
32030,6.0,0.007727047191849638,0.0,bitte
28887,6.0,0.007727047191849638,0.0,solidarity
17685,6.0,0.007727047191849638,0.0,katz
18626,6.0,0.007727047191849638,0.0,linguis
14257,6.0,0.007727047191849638,0.0,sanchez
14265,6.0,0.007727047191849638,0.0,rivero
27301,6.0,0.007727047191849638,0.0,aarhus
19873,6.0,0.007727047191849638,0.0,odense
11284,6.0,0.007727047191849638,0.0,conrad
11286,6.0,0.007727047191849638,0.0,periphrastic
15692,6.0,0.007727047191849638,0.0,stan
18600,6.0,0.007727047191849638,0.0,aubert
15686,6.0,0.007727047191849638,0.0,frances
30998,6.0,0.007727047191849638,0.0,implement
27311,6.0,0.007727047191849638,0.0,variability
15679,6.0,0.007727047191849638,0.0,ontological
27333,6.0,0.007727047191849638,0.0,nottingham
15578,6.0,0.007727047191849638,0.0,metathesis
19911,6.0,0.007727047191849638,0.0,georgian
24082,6.0,0.007727047191849638,0.0,anaphors
20672,6.0,0.007727047191849638,0.0,gregor
22646,6.0,0.007727047191849638,0.0,krauwer
31047,6.0,0.007727047191849638,0.0,georg
11339,6.0,0.007727047191849638,0.0,banco
27378,6.0,0.007727047191849638,0.0,evidenced
15637,6.0,0.007727047191849638,0.0,historia
28831,6.0,0.007727047191849638,0.0,deductive
25002,6.0,0.007727047191849638,0.0,quechua
20653,6.0,0.007727047191849638,0.0,platzack
15607,6.0,0.007727047191849638,0.0,khurshid
11369,6.0,0.007727047191849638,0.0,precision
12296,6.0,0.007727047191849638,0.0,dressler
15432,6.0,0.007727047191849638,0.0,branimir
17937,6.0,0.007727047191849638,0.0,poughkeepsie
31246,6.0,0.007727047191849638,0.0,roslin
14868,6.0,0.007727047191849638,0.0,aoun
24701,6.0,0.007727047191849638,0.0,lille
31687,6.0,0.007727047191849638,0.0,briony
24496,6.0,0.007727047191849638,0.0,anthropologist
15152,6.0,0.007727047191849638,0.0,junko
24531,6.0,0.007727047191849638,0.0,interconnected
27986,6.0,0.007727047191849638,0.0,glass
28001,6.0,0.007727047191849638,0.0,magnus
15108,6.0,0.007727047191849638,0.0,guided
14858,6.0,0.007727047191849638,0.0,polysemous
31430,6.0,0.007727047191849638,0.0,jenny
15089,6.0,0.007727047191849638,0.0,gladney
28310,6.0,0.007727047191849638,0.0,obligatorily
24680,6.0,0.007727047191849638,0.0,hartmut
20221,6.0,0.007727047191849638,0.0,levi
18086,6.0,0.007727047191849638,0.0,jacquemin
15185,6.0,0.007727047191849638,0.0,redundancy
28091,6.0,0.007727047191849638,0.0,transport
28111,6.0,0.007727047191849638,0.0,kornfilt
24645,6.0,0.007727047191849638,0.0,lesley
20329,6.0,0.007727047191849638,0.0,ananiadou
22290,6.0,0.007727047191849638,0.0,interpersonal
28137,6.0,0.007727047191849638,0.0,europeans
20316,6.0,0.007727047191849638,0.0,inria
22267,6.0,0.007727047191849638,0.0,rosner
31502,6.0,0.007727047191849638,0.0,primitives
28160,6.0,0.007727047191849638,0.0,entrance
11902,6.0,0.007727047191849638,0.0,mathews
24609,6.0,0.007727047191849638,0.0,plurality
14982,6.0,0.007727047191849638,0.0,kimmo
11877,6.0,0.007727047191849638,0.0,batak
28405,6.0,0.007727047191849638,0.0,parker
31719,6.0,0.007727047191849638,0.0,breadth
27635,6.0,0.007727047191849638,0.0,bates
18004,6.0,0.007727047191849638,0.0,neumann
18372,6.0,0.007727047191849638,0.0,discrete
27700,6.0,0.007727047191849638,0.0,yael
27712,6.0,0.007727047191849638,0.0,milena
24782,6.0,0.007727047191849638,0.0,siucvmb
27715,6.0,0.007727047191849638,0.0,crossed
28544,6.0,0.007727047191849638,0.0,distorted
12110,6.0,0.007727047191849638,0.0,satisfactory
17976,6.0,0.007727047191849638,0.0,terminal
31800,6.0,0.007727047191849638,0.0,formalization
15301,6.0,0.007727047191849638,0.0,sexism
14657,6.0,0.007727047191849638,0.0,ontogeny
20441,6.0,0.007727047191849638,0.0,survival
27815,6.0,0.007727047191849638,0.0,luca
27818,6.0,0.007727047191849638,0.0,keenan
27836,6.0,0.007727047191849638,0.0,backgrounds
15200,6.0,0.007727047191849638,0.0,duke
18311,6.0,0.007727047191849638,0.0,strasbourg
31769,6.0,0.007727047191849638,0.0,holt
12075,6.0,0.007727047191849638,0.0,rosenwald
12074,6.0,0.007727047191849638,0.0,suzette
27882,6.0,0.007727047191849638,0.0,rhodope
18289,6.0,0.007727047191849638,0.0,programmatic
27889,6.0,0.007727047191849638,0.0,lynette
22071,6.0,0.007727047191849638,0.0,disposal
24713,6.0,0.007727047191849638,0.0,mayer
15208,6.0,0.007727047191849638,0.0,theorem
22416,6.0,0.007727047191849638,0.0,excursions
20417,6.0,0.007727047191849638,0.0,score
31735,6.0,0.007727047191849638,0.0,weighting
18263,6.0,0.007727047191849638,0.0,layout
12404,6.0,0.007727047191849638,0.0,regularity
30966,6.0,0.007727047191849638,0.0,phrasing
27270,6.0,0.007727047191849638,0.0,onsets
16158,6.0,0.007727047191849638,0.0,insightful
21425,6.0,0.007727047191849638,0.0,logicians
29542,6.0,0.007727047191849638,0.0,signatures
26746,6.0,0.007727047191849638,0.0,hannes
30548,6.0,0.007727047191849638,0.0,mins
20964,6.0,0.007727047191849638,0.0,nakamura
12785,6.0,0.007727047191849638,0.0,deirdre
30568,6.0,0.007727047191849638,0.0,haider
16196,6.0,0.007727047191849638,0.0,sergej
26804,6.0,0.007727047191849638,0.0,metz
29457,6.0,0.007727047191849638,0.0,discussants
10881,6.0,0.007727047191849638,0.0,electronique
30597,6.0,0.007727047191849638,0.0,bruno
16168,6.0,0.007727047191849638,0.0,appointments
25527,6.0,0.007727047191849638,0.0,rens
29419,6.0,0.007727047191849638,0.0,vladimir
32637,6.0,0.007727047191849638,0.0,classify
29387,6.0,0.007727047191849638,0.0,gunter
19719,6.0,0.007727047191849638,0.0,mester
13863,6.0,0.007727047191849638,0.0,marslen
26860,6.0,0.007727047191849638,0.0,computable
10944,6.0,0.007727047191849638,0.0,athabaskan
25490,6.0,0.007727047191849638,0.0,constituted
29345,6.0,0.007727047191849638,0.0,giannakidou
23749,6.0,0.007727047191849638,0.0,torres
29331,6.0,0.007727047191849638,0.0,tarragona
29323,6.0,0.007727047191849638,0.0,priori
12689,6.0,0.007727047191849638,0.0,resultative
30680,6.0,0.007727047191849638,0.0,obicibus
18849,6.0,0.007727047191849638,0.0,gapping
23814,6.0,0.007727047191849638,0.0,classifying
32636,6.0,0.007727047191849638,0.0,guido
30528,6.0,0.007727047191849638,0.0,kiraz
32470,6.0,0.007727047191849638,0.0,gertraud
29607,6.0,0.007727047191849638,0.0,kingdoms
21333,6.0,0.007727047191849638,0.0,meredith
13582,6.0,0.007727047191849638,0.0,expects
32789,6.0,0.007727047191849638,0.0,algonquian
32773,6.0,0.007727047191849638,0.0,syntagmata
30423,6.0,0.007727047191849638,0.0,admitted
25685,6.0,0.007727047191849638,0.0,alphabets
21345,6.0,0.007727047191849638,0.0,sympathy
32766,6.0,0.007727047191849638,0.0,miseska
26571,6.0,0.007727047191849638,0.0,revisions
16376,6.0,0.007727047191849638,0.0,nurse
19016,6.0,0.007727047191849638,0.0,invariably
26581,6.0,0.007727047191849638,0.0,variant
13663,6.0,0.007727047191849638,0.0,sage
17174,6.0,0.007727047191849638,0.0,wehrli
10774,6.0,0.007727047191849638,0.0,cecile
29545,6.0,0.007727047191849638,0.0,renewal
25673,6.0,0.007727047191849638,0.0,experimenting
26603,6.0,0.007727047191849638,0.0,galician
13680,6.0,0.007727047191849638,0.0,inpg
23631,6.0,0.007727047191849638,0.0,ancestor
17198,6.0,0.007727047191849638,0.0,uralic
10802,6.0,0.007727047191849638,0.0,penelope
26633,6.0,0.007727047191849638,0.0,postbus
25622,6.0,0.007727047191849638,0.0,commenting
21401,6.0,0.007727047191849638,0.0,fashioned
22971,6.0,0.007727047191849638,0.0,contingent
16305,6.0,0.007727047191849638,0.0,brussel
18962,6.0,0.007727047191849638,0.0,clare
26671,6.0,0.007727047191849638,0.0,topicalization
12816,6.0,0.007727047191849638,0.0,observes
23819,6.0,0.007727047191849638,0.0,sans
32467,6.0,0.007727047191849638,0.0,actor
15735,6.0,0.007727047191849638,0.0,minimally
18684,6.0,0.007727047191849638,0.0,ainsi
12527,6.0,0.007727047191849638,0.0,biographical
15876,6.0,0.007727047191849638,0.0,shortcomings
29127,6.0,0.007727047191849638,0.0,langhorne
30864,6.0,0.007727047191849638,0.0,chanier
21645,6.0,0.007727047191849638,0.0,weather
32308,6.0,0.007727047191849638,0.0,privari
27143,6.0,0.007727047191849638,0.0,testimony
32304,6.0,0.007727047191849638,0.0,helena
25211,6.0,0.007727047191849638,0.0,structuralism
19814,6.0,0.007727047191849638,0.0,chiba
15827,6.0,0.007727047191849638,0.0,classifier
29087,6.0,0.007727047191849638,0.0,cultura
30904,6.0,0.007727047191849638,0.0,baltic
25169,6.0,0.007727047191849638,0.0,exploitation
17606,6.0,0.007727047191849638,0.0,abney
27105,6.0,0.007727047191849638,0.0,bennis
21675,6.0,0.007727047191849638,0.0,lancashire
29055,6.0,0.007727047191849638,0.0,shaughnessy
20755,6.0,0.007727047191849638,0.0,ballantine
14169,6.0,0.007727047191849638,0.0,steenberghe
19832,6.0,0.007727047191849638,0.0,capacities
29034,6.0,0.007727047191849638,0.0,rigorous
12448,6.0,0.007727047191849638,0.0,beck
14179,6.0,0.007727047191849638,0.0,suspicion
29024,6.0,0.007727047191849638,0.0,forbes
14202,6.0,0.007727047191849638,0.0,joao
22742,6.0,0.007727047191849638,0.0,socrates
15759,6.0,0.007727047191849638,0.0,murphy
30959,6.0,0.007727047191849638,0.0,bertinet
28964,6.0,0.007727047191849638,0.0,plot
18737,6.0,0.007727047191849638,0.0,irony
12570,6.0,0.007727047191849638,0.0,scuola
22838,6.0,0.007727047191849638,0.0,lecturing
22821,6.0,0.007727047191849638,0.0,forme
30710,6.0,0.007727047191849638,0.0,dogs
12656,6.0,0.007727047191849638,0.0,exploiting
17416,6.0,0.007727047191849638,0.0,psycholinguists
25377,6.0,0.007727047191849638,0.0,infinite
18815,6.0,0.007727047191849638,0.0,eagles
29284,6.0,0.007727047191849638,0.0,kemal
12645,6.0,0.007727047191849638,0.0,sadler
23824,6.0,0.007727047191849638,0.0,interfacing
11017,6.0,0.007727047191849638,0.0,doron
17450,6.0,0.007727047191849638,0.0,ladusaw
17460,6.0,0.007727047191849638,0.0,denotation
25346,6.0,0.007727047191849638,0.0,kentaro
29235,6.0,0.007727047191849638,0.0,moravcsik
32408,6.0,0.007727047191849638,0.0,violated
13986,6.0,0.007727047191849638,0.0,confs
27085,6.0,0.007727047191849638,0.0,barcelone
11054,6.0,0.007727047191849638,0.0,elaine
12592,6.0,0.007727047191849638,0.0,mcginnis
17481,6.0,0.007727047191849638,0.0,determinism
13997,6.0,0.007727047191849638,0.0,employing
17501,6.0,0.007727047191849638,0.0,didactic
30793,6.0,0.007727047191849638,0.0,structurally
32387,6.0,0.007727047191849638,0.0,ritter
17506,6.0,0.007727047191849638,0.0,borjars
22805,6.0,0.007727047191849638,0.0,alphabetic
15929,6.0,0.007727047191849638,0.0,carlo
30798,6.0,0.007727047191849638,0.0,studentship
11078,6.0,0.007727047191849638,0.0,imperialism
29190,6.0,0.007727047191849638,0.0,evolved
21610,6.0,0.007727047191849638,0.0,peers
23931,6.0,0.007727047191849638,0.0,alveolar
44748,6.0,0.007727047191849638,0.0,typewriter
3446,6.0,0.007727047191849638,0.0,parse
33740,6.0,0.007727047191849638,0.0,carstairs
38231,6.0,0.007727047191849638,0.0,reboul
38225,6.0,0.007727047191849638,0.0,ning
4107,6.0,0.007727047191849638,0.0,hoeksema
9130,6.0,0.007727047191849638,0.0,kibrik
879,6.0,0.007727047191849638,0.0,muskogean
870,6.0,0.007727047191849638,0.0,deutsch
43836,6.0,0.007727047191849638,0.0,nonsensical
7242,6.0,0.007727047191849638,0.0,olds
41957,6.0,0.007727047191849638,0.0,schuetze
43847,6.0,0.007727047191849638,0.0,peeters
43858,6.0,0.007727047191849638,0.0,dorothy
33672,6.0,0.007727047191849638,0.0,mars
40212,6.0,0.007727047191849638,0.0,erhard
36632,6.0,0.007727047191849638,0.0,kruijff
2571,6.0,0.007727047191849638,0.0,bears
33661,6.0,0.007727047191849638,0.0,sandy
36635,6.0,0.007727047191849638,0.0,denise
38159,6.0,0.007727047191849638,0.0,unaccusative
38131,6.0,0.007727047191849638,0.0,lexico
8282,6.0,0.007727047191849638,0.0,conveying
33636,6.0,0.007727047191849638,0.0,sung
5872,6.0,0.007727047191849638,0.0,elgin
5893,6.0,0.007727047191849638,0.0,balkan
9981,6.0,0.007727047191849638,0.0,estival
7199,6.0,0.007727047191849638,0.0,retrieved
43781,6.0,0.007727047191849638,0.0,ethnology
38237,6.0,0.007727047191849638,0.0,lenition
768,6.0,0.007727047191849638,0.0,beside
7301,6.0,0.007727047191849638,0.0,asli
43599,6.0,0.007727047191849638,0.0,adpositions
38373,6.0,0.007727047191849638,0.0,boskovic
42127,6.0,0.007727047191849638,0.0,campinas
42123,6.0,0.007727047191849638,0.0,borders
43622,6.0,0.007727047191849638,0.0,symbolism
1044,6.0,0.007727047191849638,0.0,baron
5675,6.0,0.007727047191849638,0.0,rovira
42110,6.0,0.007727047191849638,0.0,triggered
9194,6.0,0.007727047191849638,0.0,genesis
2406,6.0,0.007727047191849638,0.0,puzzles
42097,6.0,0.007727047191849638,0.0,bart
4218,6.0,0.007727047191849638,0.0,hayward
2417,6.0,0.007727047191849638,0.0,complementation
1015,6.0,0.007727047191849638,0.0,ideologies
2418,6.0,0.007727047191849638,0.0,specifications
38307,6.0,0.007727047191849638,0.0,cohesion
4196,6.0,0.007727047191849638,0.0,russel
43705,6.0,0.007727047191849638,0.0,lesson
38287,6.0,0.007727047191849638,0.0,courts
38277,6.0,0.007727047191849638,0.0,scil
43728,6.0,0.007727047191849638,0.0,grimes
8195,6.0,0.007727047191849638,0.0,chafe
38250,6.0,0.007727047191849638,0.0,nash
40088,6.0,0.007727047191849638,0.0,exploited
5746,6.0,0.007727047191849638,0.0,ouhalla
43924,6.0,0.007727047191849638,0.0,coined
3993,6.0,0.007727047191849638,0.0,bilinguals
2947,6.0,0.007727047191849638,0.0,wing
33505,6.0,0.007727047191849638,0.0,gerhard
34746,6.0,0.007727047191849638,0.0,tones
35428,6.0,0.007727047191849638,0.0,ecological
37862,6.0,0.007727047191849638,0.0,chark
44106,6.0,0.007727047191849638,0.0,nihil
7073,6.0,0.007727047191849638,0.0,gower
603,6.0,0.007727047191849638,0.0,benmamoun
41584,6.0,0.007727047191849638,0.0,aitchison
40539,6.0,0.007727047191849638,0.0,displacement
37824,6.0,0.007727047191849638,0.0,moral
10105,6.0,0.007727047191849638,0.0,piperidis
34800,6.0,0.007727047191849638,0.0,interdepartmental
6158,6.0,0.007727047191849638,0.0,cinque
6166,6.0,0.007727047191849638,0.0,callaghan
34809,6.0,0.007727047191849638,0.0,lexeme
2879,6.0,0.007727047191849638,0.0,hillsdale
34812,6.0,0.007727047191849638,0.0,wigger
6202,6.0,0.007727047191849638,0.0,daelemans
2893,6.0,0.007727047191849638,0.0,recherches
33453,6.0,0.007727047191849638,0.0,resnik
6219,6.0,0.007727047191849638,0.0,brink
36899,6.0,0.007727047191849638,0.0,phoneticians
36902,6.0,0.007727047191849638,0.0,structuralist
33440,6.0,0.007727047191849638,0.0,neurolinguistic
37743,6.0,0.007727047191849638,0.0,hcrc
41463,6.0,0.007727047191849638,0.0,folli
8373,6.0,0.007727047191849638,0.0,plato
37947,6.0,0.007727047191849638,0.0,tall
9077,6.0,0.007727047191849638,0.0,plowman
33518,6.0,0.007727047191849638,0.0,hartman
40315,6.0,0.007727047191849638,0.0,bauer
35528,6.0,0.007727047191849638,0.0,swart
43946,6.0,0.007727047191849638,0.0,abeille
38065,6.0,0.007727047191849638,0.0,favour
41795,6.0,0.007727047191849638,0.0,tyne
36686,6.0,0.007727047191849638,0.0,conflicting
40346,6.0,0.007727047191849638,0.0,manning
743,6.0,0.007727047191849638,0.0,nicolov
35511,6.0,0.007727047191849638,0.0,optimization
2668,6.0,0.007727047191849638,0.0,programm
3903,6.0,0.007727047191849638,0.0,hagit
36722,6.0,0.007727047191849638,0.0,emmanuel
3881,6.0,0.007727047191849638,0.0,genetics
2687,6.0,0.007727047191849638,0.0,bosch
40413,6.0,0.007727047191849638,0.0,lexis
3863,6.0,0.007727047191849638,0.0,plenum
3862,6.0,0.007727047191849638,0.0,malta
696,6.0,0.007727047191849638,0.0,jasper
3849,6.0,0.007727047191849638,0.0,supplemented
3832,6.0,0.007727047191849638,0.0,gallaudet
37985,6.0,0.007727047191849638,0.0,giorgio
40475,6.0,0.007727047191849638,0.0,mather
34699,6.0,0.007727047191849638,0.0,banning
44066,6.0,0.007727047191849638,0.0,shakespeare
44079,6.0,0.007727047191849638,0.0,incrementally
1088,6.0,0.007727047191849638,0.0,crafted
4252,6.0,0.007727047191849638,0.0,yoon
39957,6.0,0.007727047191849638,0.0,periodicals
34112,6.0,0.007727047191849638,0.0,symmetrical
34282,6.0,0.007727047191849638,0.0,unaccusativity
7674,6.0,0.007727047191849638,0.0,abbreviations
42657,6.0,0.007727047191849638,0.0,affricates
34091,6.0,0.007727047191849638,0.0,standardized
42656,6.0,0.007727047191849638,0.0,incapable
1946,6.0,0.007727047191849638,0.0,biased
9596,6.0,0.007727047191849638,0.0,ruccs
36171,6.0,0.007727047191849638,0.0,doivent
1959,6.0,0.007727047191849638,0.0,mainland
9607,6.0,0.007727047191849638,0.0,festschrift
39530,6.0,0.007727047191849638,0.0,karin
43115,6.0,0.007727047191849638,0.0,piers
5075,6.0,0.007727047191849638,0.0,sing
35910,6.0,0.007727047191849638,0.0,cristina
43125,6.0,0.007727047191849638,0.0,werth
5108,6.0,0.007727047191849638,0.0,palo
35895,6.0,0.007727047191849638,0.0,facsimile
38953,6.0,0.007727047191849638,0.0,autosegmental
39601,6.0,0.007727047191849638,0.0,stowell
5183,6.0,0.007727047191849638,0.0,illustrative
7592,6.0,0.007727047191849638,0.0,sequential
7590,6.0,0.007727047191849638,0.0,romani
4546,6.0,0.007727047191849638,0.0,traugott
38858,6.0,0.007727047191849638,0.0,orthographies
7575,6.0,0.007727047191849638,0.0,mohammad
34106,6.0,0.007727047191849638,0.0,draws
1912,6.0,0.007727047191849638,0.0,anglia
39956,6.0,0.007727047191849638,0.0,hoberman
1577,6.0,0.007727047191849638,0.0,mixture
1753,6.0,0.007727047191849638,0.0,svenonius
42885,6.0,0.007727047191849638,0.0,francs
34170,6.0,0.007727047191849638,0.0,centers
42896,6.0,0.007727047191849638,0.0,interacts
4850,6.0,0.007727047191849638,0.0,dynamically
7812,6.0,0.007727047191849638,0.0,providence
42813,6.0,0.007727047191849638,0.0,pike
39249,6.0,0.007727047191849638,0.0,larrivee
42811,6.0,0.007727047191849638,0.0,haifa
39386,6.0,0.007727047191849638,0.0,complexities
39390,6.0,0.007727047191849638,0.0,bayer
7762,6.0,0.007727047191849638,0.0,fellowships
7761,6.0,0.007727047191849638,0.0,treasurer
4771,6.0,0.007727047191849638,0.0,gerardo
4923,6.0,0.007727047191849638,0.0,rendered
36020,6.0,0.007727047191849638,0.0,menlo
1645,6.0,0.007727047191849638,0.0,learnt
7861,6.0,0.007727047191849638,0.0,dempsey
42715,6.0,0.007727047191849638,0.0,surnames
9450,6.0,0.007727047191849638,0.0,levison
1870,6.0,0.007727047191849638,0.0,stative
1872,6.0,0.007727047191849638,0.0,fatima
39427,6.0,0.007727047191849638,0.0,fluently
4725,6.0,0.007727047191849638,0.0,invariant
4993,6.0,0.007727047191849638,0.0,tagged
9340,6.0,0.007727047191849638,0.0,fletcher
1436,6.0,0.007727047191849638,0.0,tomlin
2045,6.0,0.007727047191849638,0.0,integral
43203,6.0,0.007727047191849638,0.0,conjugation
4397,6.0,0.007727047191849638,0.0,unter
39808,6.0,0.007727047191849638,0.0,kilgarriff
38601,6.0,0.007727047191849638,0.0,robins
42337,6.0,0.007727047191849638,0.0,stimulus
4385,6.0,0.007727047191849638,0.0,linguistische
2200,6.0,0.007727047191849638,0.0,transcribing
36409,6.0,0.007727047191849638,0.0,newark
34457,6.0,0.007727047191849638,0.0,solicits
4366,6.0,0.007727047191849638,0.0,boeing
39853,6.0,0.007727047191849638,0.0,auteurs
9769,6.0,0.007727047191849638,0.0,sekr
35744,6.0,0.007727047191849638,0.0,footing
38546,6.0,0.007727047191849638,0.0,burt
43515,6.0,0.007727047191849638,0.0,alessandra
43522,6.0,0.007727047191849638,0.0,classrooms
42263,6.0,0.007727047191849638,0.0,martti
5543,6.0,0.007727047191849638,0.0,metatheory
42219,6.0,0.007727047191849638,0.0,yoruba
42214,6.0,0.007727047191849638,0.0,lend
1134,6.0,0.007727047191849638,0.0,watanabe
36458,6.0,0.007727047191849638,0.0,tefl
2305,6.0,0.007727047191849638,0.0,papuan
39900,6.0,0.007727047191849638,0.0,ruuskanen
33841,6.0,0.007727047191849638,0.0,birds
4273,6.0,0.007727047191849638,0.0,emphatic
43436,6.0,0.007727047191849638,0.0,dryer
9267,6.0,0.007727047191849638,0.0,snapshot
8051,6.0,0.007727047191849638,0.0,eindhoven
39757,6.0,0.007727047191849638,0.0,maltese
9330,6.0,0.007727047191849638,0.0,minus
9326,6.0,0.007727047191849638,0.0,physiology
35839,6.0,0.007727047191849638,0.0,intimate
43244,6.0,0.007727047191849638,0.0,imperfect
38796,6.0,0.007727047191849638,0.0,recognised
36307,6.0,0.007727047191849638,0.0,otago
1382,6.0,0.007727047191849638,0.0,cascadilla
42498,6.0,0.007727047191849638,0.0,plag
8007,6.0,0.007727047191849638,0.0,universitaire
43285,6.0,0.007727047191849638,0.0,spackman
38761,6.0,0.007727047191849638,0.0,brugman
34407,6.0,0.007727047191849638,0.0,sciullo
9740,6.0,0.007727047191849638,0.0,owens
38741,6.0,0.007727047191849638,0.0,limite
1322,6.0,0.007727047191849638,0.0,palatalization
4430,6.0,0.007727047191849638,0.0,realism
42434,6.0,0.007727047191849638,0.0,yupik
43361,6.0,0.007727047191849638,0.0,approximation
33937,6.0,0.007727047191849638,0.0,backwards
43388,6.0,0.007727047191849638,0.0,oflazer
39790,6.0,0.007727047191849638,0.0,beaches
34421,6.0,0.007727047191849638,0.0,darpa
7495,6.0,0.007727047191849638,0.0,northeast
5393,6.0,0.007727047191849638,0.0,eighteen
467,6.0,0.007727047191849638,0.0,notably
863,6.0,0.007727047191849638,0.0,doit
33326,6.0,0.007727047191849638,0.0,stranding
6616,6.0,0.007727047191849638,0.0,nucleus
215,6.0,0.007727047191849638,0.0,emeritus
35212,6.0,0.007727047191849638,0.0,chains
3058,6.0,0.007727047191849638,0.0,informally
37052,6.0,0.007727047191849638,0.0,centres
41005,6.0,0.007727047191849638,0.0,zhou
6531,6.0,0.007727047191849638,0.0,liberty
37638,6.0,0.007727047191849638,0.0,usability
44438,6.0,0.007727047191849638,0.0,gerber
3553,6.0,0.007727047191849638,0.0,occurrences
37584,6.0,0.007727047191849638,0.0,coordinators
33161,6.0,0.007727047191849638,0.0,brno
41068,6.0,0.007727047191849638,0.0,olsen
35026,6.0,0.007727047191849638,0.0,mithun
6400,6.0,0.007727047191849638,0.0,burns
3519,6.0,0.007727047191849638,0.0,slovenia
8579,6.0,0.007727047191849638,0.0,vestris
6318,6.0,0.007727047191849638,0.0,mismatches
44526,6.0,0.007727047191849638,0.0,depart
35031,6.0,0.007727047191849638,0.0,barnden
33240,6.0,0.007727047191849638,0.0,sics
273,6.0,0.007727047191849638,0.0,heuristics
37591,6.0,0.007727047191849638,0.0,taraldsen
6665,6.0,0.007727047191849638,0.0,geared
40852,6.0,0.007727047191849638,0.0,indoeuropean
44636,6.0,0.007727047191849638,0.0,worthy
33175,6.0,0.007727047191849638,0.0,wwwseti
3596,6.0,0.007727047191849638,0.0,shalom
33313,6.0,0.007727047191849638,0.0,estimate
37594,6.0,0.007727047191849638,0.0,cours
3384,6.0,0.007727047191849638,0.0,alto
37390,6.0,0.007727047191849638,0.0,anatomy
41323,6.0,0.007727047191849638,0.0,discussant
6355,6.0,0.007727047191849638,0.0,hirschman
8539,6.0,0.007727047191849638,0.0,westfield
41210,6.0,0.007727047191849638,0.0,albuquerque
37103,6.0,0.007727047191849638,0.0,esling
3117,6.0,0.007727047191849638,0.0,hamburger
35157,6.0,0.007727047191849638,0.0,ircs
3262,6.0,0.007727047191849638,0.0,adopting
40669,6.0,0.007727047191849638,0.0,poscript
41283,6.0,0.007727047191849638,0.0,superiore
40965,6.0,0.007727047191849638,0.0,francaise
8876,6.0,0.007727047191849638,0.0,oostendorp
41278,6.0,0.007727047191849638,0.0,bits
3335,6.0,0.007727047191849638,0.0,suited
